category;description;moisture;energy;protein;lipids;cholesterol;carbohydrate;dietary_fiber;ash;calcium;magnesium;manganese;phosphorus;iron;sodium;potassium;copper;zinc;retinol;re;era;thiamin;riboflavin;pyridoxine;niacin;vitamin_c
12;Jab·, Cozido(a);N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Jab·, Frito(a);N/A;347;25,29;26,56;94;0;0;N/A;12,22;11,28;0,02;77,08;1,79;1826,42;80,84;0,03;7,24;0;N/A;N/A;0;0,06;0;0;0
12;Jab·, Refogado(a);N/A;347;25,29;26,56;94;0;0;N/A;12,22;11,28;0,02;77,08;1,79;1826,42;80,84;0,03;7,24;0;N/A;N/A;0;0,06;0;0;0
12;Jab·, Nao se aplica;N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Carne de sol, Cru(a);N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Carne de sol, Cozido(a);N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Carne de sol, Grelhado(a)/brasa/churrasco;N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Carne de sol, Assado(a);N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Carne de sol, Frito(a);N/A;347;25,29;26,56;94;0;0;N/A;12,22;11,28;0,02;77,08;1,79;1826,42;80,84;0,03;7,24;0;N/A;N/A;0;0,06;0;0;0
12;Carne de sol, Ensopado;N/A;347;25,29;26,56;94;0;0;N/A;12,22;11,28;0,02;77,08;1,79;1826,42;80,84;0,03;7,24;0;N/A;N/A;0;0,06;0;0;0
12;Carne do sert„o, Cozido(a);N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Carne do sert„o, Assado(a);N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Carne do sert„o, Frito(a);N/A;347;25,29;26,56;94;0;0;N/A;12,22;11,28;0,02;77,08;1,79;1826,42;80,84;0,03;7,24;0;N/A;N/A;0;0,06;0;0;0
12;Hamb˙rguer de carne bovina, Cru(a);N/A;214;26,62;11,1;86;0;0;N/A;13;21;0,01;193;2,89;61;300;0,08;6,65;0;N/A;N/A;0,04;0,17;0,35;5,23;0
12;Hamb˙rguer de carne bovina, Cozido(a);N/A;214;26,62;11,1;86;0;0;N/A;13;21;0,01;193;2,89;61;300;0,08;6,65;0;N/A;N/A;0,04;0,17;0,35;5,23;0
12;Hamb˙rguer de carne bovina, Grelhado(a)/brasa/churrasco;N/A;214;26,62;11,1;86;0;0;N/A;13;21;0,01;193;2,89;61;300;0,08;6,65;0;N/A;N/A;0,04;0,17;0,35;5,23;0
12;Hamb˙rguer de carne bovina, Assado(a);N/A;214;26,62;11,1;86;0;0;N/A;13;21;0,01;193;2,89;61;300;0,08;6,65;0;N/A;N/A;0,04;0,17;0,35;5,23;0
12;Hamb˙rguer de carne bovina, Frito(a);N/A;236,66;26,62;13,66;86;0;0;N/A;13;21;0,01;193;2,89;61;300;0,08;6,65;0;N/A;N/A;0,04;0,17;0,35;5,23;0
12;Hamb˙rguer de carne bovina, Molho vermelho;N/A;176;21,56;8,92;68,8;1,08;0,3;N/A;13;20;0,03;159,6;2,52;153,6;306,2;0,09;5,36;0;N/A;N/A;0,03;0,15;0,3;4,38;1,4
12;Hamb˙rguer de carne bovina, Nao se aplica;N/A;214;26,62;11,1;86;0;0;N/A;13;21;0,01;193;2,89;61;300;0,08;6,65;0;N/A;N/A;0,04;0,17;0,35;5,23;0
12;Copa de porco defumada, Nao se aplica;N/A;248,66;20,53;17,76;62;0,42;0;N/A;8;17;0,03;243;1,37;941;357;0,13;2,5;0;N/A;N/A;0,82;0,26;0,3;5,3;0
12;Bacon, Nao se aplica;N/A;541;37,04;41,78;110;1,43;0;N/A;11;33;0,02;533;1,44;2310;565;0,16;3,5;11;N/A;N/A;0,4;0,26;0,35;11,1;0
12;Hamb˙rguer de frango, Cozido(a);N/A;206,14;16,19;9,71;44,34;12,64;0,61;N/A;71,17;20,85;0,13;146,93;1,26;121,92;197,35;0,07;1,29;18,68;N/A;N/A;0,18;0,22;0,24;5,11;0,6
12;Hamb˙rguer de frango, Grelhado(a)/brasa/churrasco;N/A;206,14;16,19;9,71;44,34;12,64;0,61;N/A;71,17;20,85;0,13;146,93;1,26;121,92;197,35;0,07;1,29;18,68;N/A;N/A;0,18;0,22;0,24;5,11;0,6
12;Hamb˙rguer de frango, Assado(a);N/A;206,14;16,19;9,71;44,34;12,64;0,61;N/A;71,17;20,85;0,13;146,93;1,26;121,92;197,35;0,07;1,29;18,68;N/A;N/A;0,18;0,22;0,24;5,11;0,6
12;Hamb˙rguer de frango, Frito(a);N/A;266,67;16,19;16,55;44,34;12,64;0,61;N/A;71,17;20,85;0,13;146,93;1,26;121,92;197,35;0,07;1,29;18,68;N/A;N/A;0,18;0,22;0,24;5,11;0,6
12;Hamb˙rguer de frango, Empanado(a)/a milanesa;N/A;266,67;16,19;16,55;44,34;12,64;0,61;N/A;71,17;20,85;0,13;146,93;1,26;121,92;197,35;0,07;1,29;18,68;N/A;N/A;0,18;0,22;0,24;5,11;0,6
12;Hamb˙rguer de frango, Nao se aplica;N/A;206,14;16,19;9,71;44,34;12,64;0,61;N/A;71,17;20,85;0,13;146,93;1,26;121,92;197,35;0,07;1,29;18,68;N/A;N/A;0,18;0,22;0,24;5,11;0,6
12;Salsicha no varejo, Cru(a);N/A;321,05;9,72;29,51;52,95;3,61;0;N/A;16,49;8,28;0,01;78,68;0,81;1174,71;108,81;0,05;1,34;12,99;N/A;N/A;0,08;0,09;0,14;2,13;0
12;Salsicha no varejo, Cozido(a);N/A;321,05;9,72;29,51;52,95;3,61;0;N/A;16,49;8,28;0,01;78,68;0,81;1174,71;108,81;0,05;1,34;12,99;N/A;N/A;0,08;0,09;0,14;2,13;0
12;Salsicha no varejo, Grelhado(a)/brasa/churrasco;N/A;321,05;9,72;29,51;52,95;3,61;0;N/A;16,49;8,28;0,01;78,68;0,81;1174,71;108,81;0,05;1,34;12,99;N/A;N/A;0,08;0,09;0,14;2,13;0
12;Salsicha no varejo, Assado(a);N/A;321,05;9,72;29,51;52,95;3,61;0;N/A;16,49;8,28;0,01;78,68;0,81;1174,71;108,81;0,05;1,34;12,99;N/A;N/A;0,08;0,09;0,14;2,13;0
12;Salsicha no varejo, Frito(a);N/A;321,05;9,72;29,51;52,95;3,61;0;N/A;16,49;8,28;0,01;78,68;0,81;1174,71;108,81;0,05;1,34;12,99;N/A;N/A;0,08;0,09;0,14;2,13;0
12;Salsicha no varejo, Refogado(a);N/A;321,05;9,72;29,51;52,95;3,61;0;N/A;16,49;8,28;0,01;78,68;0,81;1174,71;108,81;0,05;1,34;12,99;N/A;N/A;0,08;0,09;0,14;2,13;0
12;Salsicha no varejo, Molho vermelho;N/A;289,43;8,56;26,1;49,19;4,74;0,04;N/A;36,07;8,94;0,02;82,63;0,72;960,69;117,1;0,04;1,16;31,09;N/A;N/A;0,09;0,12;0,12;1,8;0
12;Salsicha no varejo, Molho branco;N/A;321,6;11,3;29,04;56,8;3,24;0,3;N/A;10,6;12,8;0,05;90,8;1,11;748,8;217,4;0,06;1,54;0;N/A;N/A;0,29;0,13;0,06;2,89;1,4
12;Salsicha no varejo, Ao alho e oleo;N/A;321,05;9,72;29,51;52,95;3,61;0;N/A;16,49;8,28;0,01;78,68;0,81;1174,71;108,81;0,05;1,34;12,99;N/A;N/A;0,08;0,09;0,14;2,13;0
12;Salsicha no varejo, Com manteiga/oleo;N/A;321,05;9,72;29,51;52,95;3,61;0;N/A;16,49;8,28;0,01;78,68;0,81;1174,71;108,81;0,05;1,34;12,99;N/A;N/A;0,08;0,09;0,14;2,13;0
12;Salsicha no varejo, Ensopado;N/A;321,05;9,72;29,51;52,95;3,61;0;N/A;16,49;8,28;0,01;78,68;0,81;1174,71;108,81;0,05;1,34;12,99;N/A;N/A;0,08;0,09;0,14;2,13;0
12;Salsicha no varejo, Nao se aplica;N/A;321,05;9,72;29,51;52,95;3,61;0;N/A;16,49;8,28;0,01;78,68;0,81;1174,71;108,81;0,05;1,34;12,99;N/A;N/A;0,08;0,09;0,14;2,13;0
12;Lingui¡a (suÌna, bovina, mista, etc.), Cru(a);N/A;396;13,8;36,25;71;2,7;0;N/A;10;12;0,04;107;1,13;805;189;0,04;1,87;0;N/A;N/A;0,36;0,15;0,05;3,37;0
12;Lingui¡a (suÌna, bovina, mista, etc.), Cozido(a);N/A;396;13,8;36,25;71;2,7;0;N/A;10;12;0,04;107;1,13;805;189;0,04;1,87;0;N/A;N/A;0,36;0,15;0,05;3,37;0
12;Lingui¡a (suÌna, bovina, mista, etc.), Grelhado(a)/brasa/churrasco;N/A;396;13,8;36,25;71;2,7;0;N/A;10;12;0,04;107;1,13;805;189;0,04;1,87;0;N/A;N/A;0,36;0,15;0,05;3,37;0
12;Lingui¡a (suÌna, bovina, mista, etc.), Assado(a);N/A;396;13,8;36,25;71;2,7;0;N/A;10;12;0,04;107;1,13;805;189;0,04;1,87;0;N/A;N/A;0,36;0,15;0,05;3,37;0
12;Lingui¡a (suÌna, bovina, mista, etc.), Frito(a);N/A;396;13,8;36,25;71;2,7;0;N/A;10;12;0,04;107;1,13;805;189;0,04;1,87;0;N/A;N/A;0,36;0,15;0,05;3,37;0
12;Lingui¡a (suÌna, bovina, mista, etc.), Empanado(a)/a milanesa;N/A;396;13,8;36,25;71;2,7;0;N/A;10;12;0,04;107;1,13;805;189;0,04;1,87;0;N/A;N/A;0,36;0,15;0,05;3,37;0
12;Lingui¡a (suÌna, bovina, mista, etc.), Refogado(a);N/A;396;13,8;36,25;71;2,7;0;N/A;10;12;0,04;107;1,13;805;189;0,04;1,87;0;N/A;N/A;0,36;0,15;0,05;3,37;0
12;Lingui¡a (suÌna, bovina, mista, etc.), Molho vermelho;N/A;321,6;11,3;29,04;56,8;3,24;0,3;N/A;10,6;12,8;0,05;90,8;1,11;748,8;217,4;0,06;1,54;0;N/A;N/A;0,29;0,13;0,06;2,89;1,4
12;Lingui¡a (suÌna, bovina, mista, etc.), Com manteiga/oleo;N/A;396;13,8;36,25;71;2,7;0;N/A;10;12;0,04;107;1,13;805;189;0,04;1,87;0;N/A;N/A;0,36;0,15;0,05;3,37;0
12;Lingui¡a (suÌna, bovina, mista, etc.), Ensopado;N/A;396;13,8;36,25;71;2,7;0;N/A;10;12;0,04;107;1,13;805;189;0,04;1,87;0;N/A;N/A;0,36;0,15;0,05;3,37;0
12;Lingui¡a (suÌna, bovina, mista, etc.), Nao se aplica;N/A;396;13,8;36,25;71;2,7;0;N/A;10;12;0,04;107;1,13;805;189;0,04;1,87;0;N/A;N/A;0,36;0,15;0,05;3,37;0
12;Lingui¡a de frango, Cru(a);N/A;244;18,2;18,4;80;0;0;N/A;14;21;0,1;228;0,7;1351;356;0,09;1;0;N/A;N/A;0,12;0,04;0;5,97;0
12;Lingui¡a de frango, Cozido(a);N/A;244;18,2;18,4;80;0;0;N/A;14;21;0,1;228;0,7;1351;356;0,09;1;0;N/A;N/A;0,12;0,04;0;5,97;0
12;Lingui¡a de frango, Grelhado(a)/brasa/churrasco;N/A;244;18,2;18,4;80;0;0;N/A;14;21;0,1;228;0,7;1351;356;0,09;1;0;N/A;N/A;0,12;0,04;0;5,97;0
12;Lingui¡a de frango, Assado(a);N/A;244;18,2;18,4;80;0;0;N/A;14;21;0,1;228;0,7;1351;356;0,09;1;0;N/A;N/A;0,12;0,04;0;5,97;0
12;Lingui¡a de frango, Frito(a);N/A;245;18,3;18,5;76;0;0;N/A;15;29;0,1;262;0,8;1374;364;0,04;1,2;0;N/A;N/A;0,11;0,05;0;5,67;0
12;Chouri¡o, Nao se aplica;N/A;379;14,6;34,5;120;1,29;0;N/A;6;8;0,01;22;6,4;680;38;0,04;1,3;0;N/A;N/A;0,07;0,13;0,04;1,2;0
12;Morcela, Nao se aplica;N/A;379;14,6;34,5;120;1,29;0;N/A;6;8;0,01;22;6,4;680;38;0,04;1,3;0;N/A;N/A;0,07;0,13;0,04;1,2;0
12;Morcilha, Cru(a);N/A;379;14,6;34,5;120;1,29;0;N/A;6;8;0,01;22;6,4;680;38;0,04;1,3;0;N/A;N/A;0,07;0,13;0,04;1,2;0
12;Morcilha, Cozido(a);N/A;379;14,6;34,5;120;1,29;0;N/A;6;8;0,01;22;6,4;680;38;0,04;1,3;0;N/A;N/A;0,07;0,13;0,04;1,2;0
12;Paio, Cozido(a);N/A;339;19,43;28,36;84;0;0;N/A;13;17;0,01;163;1,36;749;294;0,09;2,08;12;N/A;N/A;0,29;0,2;0,33;6,26;0,7
12;Mortadela, Nao se aplica;N/A;307;11,1;27,7;60;3,2;0;N/A;11;11;0,02;98;0,66;930;199;0,06;1,66;0;N/A;N/A;0,34;0,14;0,17;2,73;0
12;Salame, Nao se aplica;N/A;336;21,85;25,9;89;2,4;0;N/A;15;19;0,98;191;1,56;1449;316;0,36;2,93;0;N/A;N/A;0,37;0,36;0,46;6,05;0
12;Salaminho, Nao se aplica;N/A;336;21,85;25,9;89;2,4;0;N/A;15;19;0,98;191;1,56;1449;316;0,36;2,93;0;N/A;N/A;0,37;0,36;0,46;6,05;0
12;Blanquet de peru, Nao se aplica;N/A;126;17,5;4,84;72;2,04;0,2;N/A;8;22;0,02;294;2,34;1114;287;0,25;2,59;7;N/A;N/A;0,03;0,15;0,21;2,12;8,9
12;Presunto , Nao se aplica;N/A;226;20,53;15,2;62;0,42;0;N/A;8;17;0,03;243;1,37;941;357;0,13;2,5;0;N/A;N/A;0,82;0,26;0,3;5,3;0
12;Hamb˙rguer de peru, Cozido(a);N/A;195,96;16,62;8,35;48,64;12,64;0,61;N/A;73,66;21,08;0,13;151,9;1,5;118,3;198,94;0,1;1,55;15,63;N/A;N/A;0,17;0,22;0,25;4,56;0,6
12;Hamb˙rguer de peru, Assado(a);N/A;195,96;16,62;8,35;48,64;12,64;0,61;N/A;73,66;21,08;0,13;151,9;1,5;118,3;198,94;0,1;1,55;15,63;N/A;N/A;0,17;0,22;0,25;4,56;0,6
12;Hamb˙rguer de peru, Empanado(a)/a milanesa;N/A;256,49;16,62;15,2;48,64;12,64;0,61;N/A;73,66;21,08;0,13;151,9;1,5;118,3;198,94;0,1;1,55;15,63;N/A;N/A;0,17;0,22;0,25;4,56;0,6
12;Hamb˙rguer n„o especificado, Cozido(a);N/A;214;26,62;11,1;86;0;0;N/A;13;21;0,01;193;2,89;61;300;0,08;6,65;0;N/A;N/A;0,04;0,17;0,35;5,23;0
12;Hamb˙rguer n„o especificado, Grelhado(a)/brasa/churrasco;N/A;214;26,62;11,1;86;0;0;N/A;13;21;0,01;193;2,89;61;300;0,08;6,65;0;N/A;N/A;0,04;0,17;0,35;5,23;0
12;Hamb˙rguer n„o especificado, Assado(a);N/A;214;26,62;11,1;86;0;0;N/A;13;21;0,01;193;2,89;61;300;0,08;6,65;0;N/A;N/A;0,04;0,17;0,35;5,23;0
12;Hamb˙rguer n„o especificado, Frito(a);N/A;236,66;26,62;13,66;86;0;0;N/A;13;21;0,01;193;2,89;61;300;0,08;6,65;0;N/A;N/A;0,04;0,17;0,35;5,23;0
12;Hamb˙rguer n„o especificado, Nao se aplica;N/A;214;26,62;11,1;86;0;0;N/A;13;21;0,01;193;2,89;61;300;0,08;6,65;0;N/A;N/A;0,04;0,17;0,35;5,23;0
12;Apresuntado, Nao se aplica;N/A;178;22,62;9,02;59;0;0;N/A;8;22;0,04;281;1,34;1500;409;0,15;2,47;0;N/A;N/A;0,73;0,33;0,31;6,15;0
12;Pururuca de porco, Nao se aplica;N/A;544;61,3;31,3;95;0;0;N/A;30;11;0,07;85;0,88;1838;127;0,09;0,56;12;N/A;N/A;0,1;0,28;0,02;1,55;0,5
12;Pele de porco preparada (pururuca), Nao se aplica;N/A;544;61,3;31,3;95;0;0;N/A;30;11;0,07;85;0,88;1838;127;0,09;0,56;12;N/A;N/A;0,1;0,28;0,02;1,55;0,5
12;Patê (fÌgado, calabresa, frango, presunto, etc.), Nao se aplica;N/A;326;14,1;28,5;158;2,2;0;N/A;26;12;0,16;230;6,4;860;170;0,24;2,3;8300;N/A;N/A;0,27;1,03;0,19;4,3;0
12;Carne de aves defumada, Nao se aplica;N/A;195,66;30,91;7,07;85;0;0;N/A;15;27;0,02;216;1,06;77;247;0,05;1,23;9;N/A;N/A;0,07;0,12;0,6;12,42;0
12;Carne salgada n„o especificada, Cozido(a);N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Carne salgada n„o especificada, Grelhado(a)/brasa/churrasco;N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Carne salgada n„o especificada, Assado(a);N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Carne salgada n„o especificada, Frito(a);N/A;347;25,29;26,56;94;0;0;N/A;12,22;11,28;0,02;77,08;1,79;1826,42;80,84;0,03;7,24;0;N/A;N/A;0;0,06;0;0;0
12;Carne salgada n„o especificada, Refogado(a);N/A;347;25,29;26,56;94;0;0;N/A;12,22;11,28;0,02;77,08;1,79;1826,42;80,84;0,03;7,24;0;N/A;N/A;0;0,06;0;0;0
12;Carne salgada n„o especificada, Molho vermelho;N/A;255,2;21,78;17,56;80;1,08;0,3;N/A;13;12,8;0,04;70,8;1,72;1659,2;135;0,05;6,2;0;N/A;N/A;0;0,06;0,02;0,2;1,4
12;Carne salgada n„o especificada, Nao se aplica;N/A;313;26,9;21,9;100;0;0;N/A;13;12;0,02;82;1,9;1943;86;0,03;7,7;0;N/A;N/A;0;0,06;0;0;0
12;Mini chicken empanado, Cozido(a);N/A;273,02;16,24;15,63;39,84;15,91;0,64;N/A;9,85;17,73;0,11;121,52;1,36;704,38;138,84;0,05;0,71;4,22;N/A;N/A;0,17;0,14;0,3;6,89;0
12;Mini chicken empanado, Grelhado(a)/brasa/churrasco;N/A;273,02;16,24;15,63;39,84;15,91;0,64;N/A;9,85;17,73;0,11;121,52;1,36;704,38;138,84;0,05;0,71;4,22;N/A;N/A;0,17;0,14;0,3;6,89;0
12;Mini chicken empanado, Assado(a);N/A;273,02;16,24;15,63;39,84;15,91;0,64;N/A;9,85;17,73;0,11;121,52;1,36;704,38;138,84;0,05;0,71;4,22;N/A;N/A;0,17;0,14;0,3;6,89;0
12;Mini chicken empanado, Frito(a);N/A;273,02;16,24;15,63;39,84;15,91;0,64;N/A;9,85;17,73;0,11;121,52;1,36;704,38;138,84;0,05;0,71;4,22;N/A;N/A;0,17;0,14;0,3;6,89;0
12;Mini chicken empanado, Empanado(a)/a milanesa;N/A;273,02;16,24;15,63;39,84;15,91;0,64;N/A;9,85;17,73;0,11;121,52;1,36;704,38;138,84;0,05;0,71;4,22;N/A;N/A;0,17;0,14;0,3;6,89;0
12;Mortadela light, Nao se aplica;N/A;211;13,06;16,06;79;3,45;0;N/A;48;17;0,16;94;1,15;716;138;0,08;0,73;1;N/A;N/A;0,16;0,1;0,16;3,07;0
12;Salsicha no varejo light, Frito(a);N/A;154;11;10;44;4,4;0;N/A;10;10;0,01;140;1,2;1257;150;0,08;1,96;0;N/A;N/A;0,18;0,11;0,1;2,4;0
12;Salame light, Nao se aplica;N/A;145,18;14,7;8,94;51,52;0,5;0;N/A;9,88;12,67;0,01;95,12;0,78;999,07;124,77;0,04;1,41;33,97;N/A;N/A;0,04;0,12;0,18;3,6;0
12;Blanquet de peru light, Nao se aplica;N/A;124,12;14,99;3,57;37,61;7,11;0;N/A;43,68;14,84;0,05;120,15;0,68;853,62;180,74;0,08;1,18;6,34;N/A;N/A;0,06;0,13;0,21;4,29;0,03
12;Hamb˙rguer n„o especificado light, Nao se aplica;N/A;190;27,03;8,26;78,2;0;0;N/A;10;21,6;0,01;196,6;2,99;59,2;309;0,08;6,78;0;N/A;N/A;0,04;0,17;0,35;5,41;0
8;Refrigerante de cola tradicional, Nao se aplica;N/A;36,87;0,07;0,02;0;9,53;0;N/A;1,99;0;0;9,97;0,11;3,99;1,99;0;0,02;0;N/A;N/A;0;0;0;0;0
8;Coca-cola tradicional, Nao se aplica;N/A;36,87;0,07;0,02;0;9,53;0;N/A;1,99;0;0;9,97;0,11;3,99;1,99;0;0,02;0;N/A;N/A;0;0;0;0;0
8;Fanta laranja tradicional, Nao se aplica;N/A;48;0;0;0;12,3;0;N/A;5;1;0,01;1;0,06;12;2;0,02;0,1;0;N/A;N/A;0;0;0;0;0
8;Sukita tradicional, Nao se aplica;N/A;48;0;0;0;12,3;0;N/A;5;1;0,01;1;0,06;12;2;0,02;0,1;0;N/A;N/A;0;0;0;0;0
8;Refrigerante de guaran· tradicional, Nao se aplica;N/A;39;0;0;0;10;0;N/A;1;0;0;0;0;9;1;0;0;0;N/A;N/A;0;0;0;0;0
8;Guaran· tradicional, Nao se aplica;N/A;39;0;0;0;10;0;N/A;1;0;0;0;0;9;1;0;0;0;N/A;N/A;0;0;0;0;0
8;Sprit refrigerante tradicional, Nao se aplica;N/A;40;0,05;0,02;0;10,14;0;N/A;2;1;0;0;0,11;9;1;0;0,04;0;N/A;N/A;0;0;0;0,02;0
8;Fanta uva tradicional, Nao se aplica;N/A;48;0;0;0;12,3;0;N/A;5;1;0,01;1;0,06;12;2;0,02;0,1;0;N/A;N/A;0;0;0;0;0
8;Refrigerante de cola light, Nao se aplica;N/A;2;0,11;0,03;0;0,29;0;N/A;3;1;0,11;9,01;0,11;8,01;8,01;0;0,01;0;N/A;N/A;0,01;0,02;0;0;0
8;Coca-cola light, Nao se aplica;N/A;2;0,11;0,03;0;0,29;0;N/A;3;1;0,11;9,01;0,11;8,01;8,01;0;0,01;0;N/A;N/A;0,01;0,02;0;0;0
8;Refrigerante de cola diet, Nao se aplica;N/A;2;0,11;0,03;0;0,29;0;N/A;3;1;0,11;9;0,11;8;8;0;0,01;0;N/A;N/A;0,01;0,02;0;0;0
8;Minuano tradicional, Nao se aplica;N/A;40;0,05;0,02;0;10,14;0;N/A;2;1;0;0;0,11;9;1;0;0,04;0;N/A;N/A;0;0;0;0,02;0
8;Mate tradicional, Nao se aplica;N/A;2,8;0,25;0;0;2,31;1,86;N/A;4,7;1,13;38,34;0,88;0,15;0,27;11,01;0,3;1,3;0;N/A;N/A;0,03;0,01;0,02;0,02;0,16
8;Bidu tradicional, Nao se aplica;N/A;39;0;0;0;10;0;N/A;1;0;0;0;0;9;1;0;0;0;N/A;N/A;0;0;0;0;0
8;Fanta laranja light, Nao se aplica;N/A;0;0,1;0;0;0;0;N/A;4;1;0,02;0;0,04;6,01;2;0,03;0;0;N/A;N/A;0;0;0;0;0
8;Refrigerante de guaran· light, Nao se aplica;N/A;0;0;0;0;0;0;N/A;0;0;0;0;0;15;0;0;0;0;N/A;N/A;0;0;0;0;0
8;Guaran· light, Nao se aplica;N/A;0;0;0;0;0;0;N/A;0;0;0;0;0;15;0;0;0;0;N/A;N/A;0;0;0;0;0
8;TubaÌna tradicional, Nao se aplica;N/A;39;0;0;0;10;0;N/A;1;0;0;0;0;9;1;0;0;0;N/A;N/A;0;0;0;0;0
8;TubaÌna light, Nao se aplica;N/A;2;0,11;0,03;0;0,29;0;N/A;3;1;0,11;9,01;0,11;8,01;8,01;0;0,01;0;N/A;N/A;0,01;0,02;0;0;0
8;Caldo de cana, Nao se aplica;N/A;73,58;0;0,05;0;19,97;0;N/A;5,6;1;0;0;0;18,34;1;0,01;0,11;0;N/A;N/A;0,02;0;0;0;0
8;Garap·, Nao se aplica;N/A;73,58;0;0,05;0;19,97;0;N/A;5,6;1;0;0;0;18,34;1;0,01;0,11;0;N/A;N/A;0,02;0;0;0;0
8;¡gua de coco, Nao se aplica;N/A;19,28;0,73;0,2;0;3,76;1,12;N/A;24,35;25,36;0,14;20,29;0,29;106,52;253,61;0,04;0,1;0;N/A;N/A;0,03;0,06;0,03;0,08;2,44
8;Q-suco, Nao se aplica;N/A;15,28;0;0;0;3,91;0;N/A;5,68;0;0;0;0,02;1,68;0,2;0,01;0;0;N/A;N/A;0;0;0;0;1,41
8;Q-refresko, Nao se aplica;N/A;15,28;0;0;0;3,91;0;N/A;5,68;0;0;0;0,02;1,68;0,2;0,01;0;0;N/A;N/A;0;0;0;0;1,41
8;NescafÈ, Nao se aplica;N/A;241;12,2;0,5;0;75,4;0;N/A;141;327;1,71;303;4,41;37;3535;0,14;0,35;0;N/A;N/A;0,01;0,07;0,03;28,17;0
8;Erva-mate, Nao se aplica;N/A;2,8;0,25;0;0;2,31;1,86;N/A;4,7;1,13;38,34;0,88;0,15;0,27;11,01;0,3;1,3;0;N/A;N/A;0,03;0,01;0,02;0,02;0,16
8;Chimarr„o, Nao se aplica;N/A;2,8;0,25;0;0;2,31;1,86;N/A;4,7;1,13;38,34;0,88;0,15;0,27;11,01;0,3;1,3;0;N/A;N/A;0,03;0,01;0,02;0,02;0,16
8;TererÈ, Nao se aplica;N/A;2,8;0,25;0;0;2,31;1,86;N/A;4,7;1,13;38,34;0,88;0,15;0,27;11,01;0,3;1,3;0;N/A;N/A;0,03;0,01;0,02;0,02;0,16
8;Levedo de cerveja, Nao se aplica;N/A;170;16,2;1,3;0;28,1;11,5;N/A;86;180;0,19;104;36;3400;1800;0,3;2,1;0;N/A;N/A;11;8,4;1,3;50;0
8;Refrigerante n„o especificado, Nao se aplica;N/A;36,87;0,07;0,02;0;9,53;0;N/A;1,99;0;0;9,97;0,11;3,99;1,99;0;0,02;0;N/A;N/A;0;0;0;0;0
8;Cevada em pÛ, Nao se aplica;N/A;352;9,91;1,16;0;77,72;15,6;N/A;29;79;1,32;221;2,5;9;280;0,42;2,13;0;N/A;N/A;0,19;0,11;0,26;4,6;0
8;Chocomilk , Nao se aplica;N/A;83,32;3,18;3,4;12,05;10,38;0,8;N/A;112,44;13,05;0,08;101,39;0,24;60,23;167,65;0,07;0,41;26,1;N/A;N/A;0,04;0,16;0,04;0,13;0,9
8;¡gua tÙnica tradicional, Nao se aplica;N/A;40,02;0,05;0,02;0;10,14;0;N/A;2;1;0;0;0,11;9;1;0;0,04;0;N/A;N/A;0;0;0;0,02;0
8;Ch· diet (preto, camomila, erva-cidreira, capim-lim„o, etc.) , Nao se aplica;N/A;2,52;0,01;0;0;0,67;0;N/A;0;2,98;0,22;0,99;0,02;2,98;36,77;0,01;0,02;0;N/A;N/A;0;0,01;0;0;0
8;Paraguai refrigerante tradicional, Nao se aplica;N/A;39;0;0;0;10;0;N/A;1;0;0;0;0;9;1;0;0;0;N/A;N/A;0;0;0;0;0
8;Gatorade, Nao se aplica;N/A;27,01;0;0,1;0;6,76;0;N/A;1;2;0,05;7;0,22;30,01;14,01;0,25;0,2;0;N/A;N/A;0,01;0;0,06;0,62;0,4
8;Bebida energÈtica, Nao se aplica;N/A;45,35;0,25;0,08;0;11,03;0;N/A;13,1;3,02;0;0;0,02;84,65;3,02;0,01;0;0;N/A;N/A;0,03;0,58;1,98;8,57;0
