category;description;moisture;energy;protein;lipids;cholesterol;carbohydrate;dietary_fiber;ash;calcium;magnesium;manganese;phosphorus;iron;sodium;potassium;copper;zinc;retinol;re;era;thiamin;riboflavin;pyridoxine;niacin;vitamin_c
1;Arroz (polido, parboilizado, agulha, agulhinha, etc.), Nao se aplica;N/A;135,62;2,5;1,2;0;27,78;1,55;N/A;3,51;2,23;0,29;17,77;0,08;1,19;14,53;0,01;0,49;0;N/A;N/A;0;0;0;0;0
1;Arroz integral, Nao se aplica;N/A;130,95;2,56;1,97;0;25,56;2,72;N/A;5,15;58,13;0,62;104,82;0,26;1,23;74,42;0,02;0,68;0;N/A;N/A;0,08;0;0,08;0;0
1;Milho (em gr„o), Cru(a);N/A;160,14;3,32;7,18;0;25,11;4,25;N/A;3,15;26,01;0,16;75;0,45;244,96;212,05;0,05;0,61;0;N/A;N/A;0,22;0,07;0,06;1,61;6,2
1;Milho (em gr„o), Cozido(a);N/A;160,14;3,32;7,18;0;25,11;4,25;N/A;3,15;26,01;0,16;75;0,45;244,96;212,05;0,05;0,61;0;N/A;N/A;0,22;0,07;0,06;1,61;6,2
1;Milho (em gr„o), Grelhado(a)/brasa/churrasco;N/A;160,14;3,32;7,18;0;25,11;4,25;N/A;3,15;26,01;0,16;75;0,45;244,96;212,05;0,05;0,61;0;N/A;N/A;0,22;0,07;0,06;1,61;6,2
1;Milho (em gr„o), Assado(a);N/A;160,14;3,32;7,18;0;25,11;4,25;N/A;3,15;26,01;0,16;75;0,45;244,96;212,05;0,05;0,61;0;N/A;N/A;0,22;0,07;0,06;1,61;6,2
1;Milho (em gr„o), Refogado(a);N/A;160,14;3,32;7,18;0;25,11;4,25;N/A;3;26;0,16;75;0,44;0;212;0,05;0,61;0;N/A;N/A;0,22;0,07;0,06;1,61;6,2
1;Milho (em gr„o), Ensopado;N/A;160,14;3,32;7,18;0;25,11;4,25;N/A;3;26;0,16;75;0,44;0;212;0,05;0,61;0;N/A;N/A;0,22;0,07;0,06;1,61;6,2
1;Milho (em gr„o), Nao se aplica;N/A;160,14;3,32;7,18;0;25,11;4,25;N/A;3,15;26,01;0,16;75;0,45;244,96;212,05;0,05;0,61;0;N/A;N/A;0,22;0,07;0,06;1,61;6,2
1;Canjiquinha de milho em gr„o, Cru(a);N/A;79,68;1,24;2,2;0;13,5;0,67;N/A;3,45;6,93;0,03;17,91;0,74;131,5;25,96;0,02;0,13;0;N/A;N/A;0,11;0,07;0,03;0,91;0
1;Canjiquinha de milho em gr„o, Cozido(a);N/A;62,95;1,24;0,31;0;13,5;0,67;N/A;3,37;6,93;0,03;17,91;0,74;5,01;25,93;0,02;0,13;0;N/A;N/A;0,11;0,07;0,03;0,91;0
1;Canjiquinha de milho em gr„o, Ensopado;N/A;79,68;1,24;2,2;0;13,5;0,67;N/A;3,37;6,93;0,03;17,91;0,74;5,01;25,93;0,02;0,13;0;N/A;N/A;0,11;0,07;0,03;0,91;0
1;Canjiquinha de milho em gr„o, Mingau;N/A;62,95;1,24;0,31;0;13,5;0,67;N/A;3,37;6,93;0,03;17,91;0,74;5,01;25,93;0,02;0,13;0;N/A;N/A;0,11;0,07;0,03;0,91;0
1;Canjiquinha de milho em gr„o, Sopa;N/A;31,44;0,95;0,12;0;7,01;0,71;N/A;8,56;6,35;0,07;15,76;0,29;310,43;88,32;0,04;0,12;0;N/A;N/A;0,03;0,03;0,04;0,51;2,1
1;Canjiquinha de milho em gr„o, Nao se aplica;N/A;62,95;1,24;0,31;0;13,5;0,67;N/A;3,37;6,93;0,03;17,91;0,74;5,01;25,93;0,02;0,13;0;N/A;N/A;0,11;0,07;0,03;0,91;0
1;XerÈm de milho, Nao se aplica;N/A;62,95;1,24;0,31;0;13,5;0,67;N/A;3,37;6,93;0,03;17,91;0,74;5,01;25,93;0,02;0,13;0;N/A;N/A;0,11;0,07;0,03;0,91;0
1;Amendoim (em gr„o) in natura, Nao se aplica;N/A;567;25,8;49,24;0;16,13;8,5;N/A;92;168;1,93;376;4,58;18;705;1,14;3,27;0;N/A;N/A;0,64;0,14;0,35;12,07;0
1;Ervilha em gr„o, Nao se aplica;N/A;109,09;5,36;3,06;0;15,63;5,5;N/A;27;39;0,53;117;1,54;3;271;0,17;1,19;0;N/A;N/A;0,26;0,15;0,22;2,02;14,2
1;Fava (em gr„o), Nao se aplica;N/A;85,62;4,8;3,17;0;10,1;3,6;N/A;18;31;0,26;73;1,5;41;193;0,06;0,47;0;N/A;N/A;0,13;0,09;0,03;1,2;19,8
1;MangalÙ amargo em gr„o, Nao se aplica;N/A;85,62;4,8;3,17;0;10,1;3,6;N/A;18;31;0,26;73;1,5;41;193;0,06;0,47;0;N/A;N/A;0,13;0,09;0,03;1,2;19,8
1;Feij„o-de-corda, Nao se aplica;N/A;121,33;3,17;3,13;0;20,32;5;N/A;128;52;0,57;51;1,12;4;418;0,13;1,03;0;N/A;N/A;0,1;0,15;0,07;1,4;2,2
1;Feij„o-verde, Nao se aplica;N/A;121,33;3,17;3,13;0;20,32;5;N/A;128;52;0,57;51;1,12;4;418;0,13;1,03;0;N/A;N/A;0,1;0,15;0,07;1,4;2,2
1;Semente de linha¡a, Nao se aplica;N/A;534;18,29;42,16;0;28,88;27,3;N/A;255;392;2,48;642;5,73;30;813;1,22;4,34;0;N/A;N/A;1,64;0,16;0,47;3,08;0,6
1;Andu, Nao se aplica;N/A;97,41;5,84;1,79;0;15,05;3,78;N/A;55,2;38,2;0,38;67,8;2,22;5,2;336,6;0,18;0,83;0;N/A;N/A;0,07;0,03;0,06;0,08;0
1;Gr„o de bico, Nao se aplica;N/A;188,48;8,86;5,36;0;27,42;7,6;N/A;49;48;1,03;168;2,89;7;291;0,35;1,53;0;N/A;N/A;0,12;0,06;0,14;0,53;1,3
1;Lentilha, Nao se aplica;N/A;136,28;9,02;2,67;0;20,13;5,86;N/A;19;36;0,49;180;3,33;2;369;0,25;1,27;0;N/A;N/A;0,17;0,07;0,18;1,06;1,5
1;Soja em gr„o, Nao se aplica;N/A;196,34;16,64;11,61;0;9,93;6;N/A;102;86;0,82;245;5,14;1;515;0,41;1,15;0;N/A;N/A;0,16;0,29;0,23;0,4;1,7
1;Feij„o (preto, mulatinho, roxo, rosinha, etc.), Nao se aplica;N/A;97,41;5,84;1,79;0;15,05;3,78;N/A;55,2;38,2;0,38;67,8;2,22;5,2;336,6;0,18;0,83;0;N/A;N/A;0,07;0,03;0,06;0,08;0
1;Quirera n„o especificada, Nao se aplica;N/A;62,95;1,24;0,31;0;13,5;0,67;N/A;3,37;6,93;0,03;17,91;0,74;5,01;25,93;0,02;0,13;0;N/A;N/A;0,11;0,07;0,03;0,91;0
1;Feij„o-verde org‚nico, Nao se aplica;N/A;121,33;3,17;3,13;0;20,32;5;N/A;128;52;0,57;51;1,12;4;418;0,13;1,03;0;N/A;N/A;0,1;0,15;0,07;1,4;2,2
1;Feij„o org‚nico, Nao se aplica;N/A;97,41;5,84;1,79;0;15,05;3,78;N/A;55,2;38,2;0,38;67,8;2,22;5,2;336,6;0,18;0,83;0;N/A;N/A;0,07;0,03;0,06;0,08;0
1;Pipoca  light, Nao se aplica;N/A;445,94;10,77;17,78;0;64,85;12,07;N/A;6,49;119,91;0,93;298,04;2,67;1072,51;274,11;0,22;2,57;0;N/A;N/A;0,09;0,07;0,13;1,92;0
1;Arroz  org‚nico, Nao se aplica;N/A;135,62;2,5;1,2;0;27,78;1,55;N/A;3,51;2,23;0,29;17,77;0,08;1,19;14,53;0,01;0,49;0;N/A;N/A;0;0;0;0;0
1;Arroz integral org‚nico, Nao se aplica;N/A;130,95;2,56;1,97;0;25,56;2,72;N/A;5,15;58,13;0,62;104,82;0,26;1,23;74,42;0,02;0,68;0;N/A;N/A;0,08;0;0,08;0;0
1;Feij„o-de-soja org‚nico, Nao se aplica;N/A;196,34;16,64;11,61;0;9,93;6;N/A;102;86;0,82;245;5,14;1;515;0,41;1,15;0;N/A;N/A;0,16;0,29;0,23;0,4;1,7
1;Quinoa, Nao se aplica;N/A;135,47;4,37;4,33;0;19,83;2,16;N/A;16,57;61,58;0,63;141,28;1,41;4,27;174,05;0,19;0,97;0;N/A;N/A;0,11;0,1;0,15;0,47;0
14;Batata-inglesa, Cru(a);N/A;86;1,71;0,1;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata-inglesa, Cozido(a);N/A;86;1,71;0,1;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata-inglesa, Grelhado(a)/brasa/churrasco;N/A;86;1,71;0,1;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata-inglesa, Assado(a);N/A;86;1,71;0,1;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata-inglesa, Frito(a);N/A;263,5;2,87;13,64;0;33,6;3,44;N/A;13,43;33,58;0,24;67,17;0,53;8,4;550,76;0,28;0,46;0;N/A;N/A;0,17;0,03;0,45;2,2;12,43
14;Batata-inglesa, Refogado(a);N/A;111,74;1,71;3,01;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata-inglesa, Molho vermelho;N/A;73,6;1,63;0,12;0;17,08;1,94;N/A;9;19,2;0,13;37,2;0,45;108,8;328,6;0,16;0,26;0;N/A;N/A;0,08;0,03;0,24;1,25;7,32
14;Batata-inglesa, Molho branco;N/A;101,39;2,15;2,57;6,83;17,86;1,68;N/A;29,28;18,31;0,12;51,69;0,32;24,92;292,45;0,14;0,31;20,7;N/A;N/A;0,1;0,06;0,22;1,15;5,92
14;Batata-inglesa, Ao alho e oleo;N/A;263,5;2,87;13,64;0;33,6;3,44;N/A;13,43;33,58;0,24;67,17;0,53;8,4;550,76;0,28;0,46;0;N/A;N/A;0,17;0,03;0,45;2,2;12,43
14;Batata-inglesa, Com manteiga/oleo;N/A;111,74;1,71;3,01;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata-inglesa, Ensopado;N/A;111,74;1,71;3,01;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata-inglesa, Sopa;N/A;31,44;0,95;0,12;0;7,01;0,71;N/A;8,56;6,35;0,07;15,76;0,29;310,43;88,32;0,04;0,12;0;N/A;N/A;0,03;0,03;0,04;0,51;2,1
14;Batata-inglesa, Nao se aplica;N/A;86;1,71;0,1;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Mandioquinha salsa (batata-baroa), Cozido(a);N/A;76;1,37;0,14;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Mandioquinha salsa (batata-baroa), Refogado(a);N/A;91,74;1,37;1,92;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Mandioquinha salsa (batata-baroa), Ensopado;N/A;91,74;1,37;1,92;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Mandioquinha salsa (batata-baroa), Nao se aplica;N/A;76;1,37;0,14;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Cenoura amarela (batata-baroa), Nao se aplica;N/A;76;1,37;0,14;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Batata-doce, Cru(a);N/A;76;1,37;0,14;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Batata-doce, Cozido(a);N/A;76;1,37;0,14;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Batata-doce, Assado(a);N/A;90;2,01;0,15;0;20,71;3,3;N/A;38;27;0,5;54;0,69;36;475;0,16;0,32;0;N/A;N/A;0,11;0,11;0,29;1,49;19,6
14;Batata-doce, Frito(a);N/A;351,28;4,4;12,59;0;56,88;8,03;N/A;86,67;57,78;0,85;102,72;2,31;86,67;738,3;0,3;0,64;0;N/A;N/A;0,18;0,15;0,53;1,73;41,09
14;Batata-doce, Refogado(a);N/A;91,74;1,37;1,92;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Batata-doce, Ensopado;N/A;91,74;1,37;1,92;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Batata-doce, Nao se aplica;N/A;76;1,37;0,14;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Inhame, Cru(a);N/A;100;1,71;0,12;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Inhame, Cozido(a);N/A;100;1,71;0,12;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Inhame, Assado(a);N/A;90;2,01;0,15;0;20,71;3,3;N/A;38;27;0,5;54;0,69;36;475;0,16;0,32;0;N/A;N/A;0,11;0,11;0,29;1,49;19,6
14;Inhame, Frito(a);N/A;115,74;1,71;1,9;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Inhame, Refogado(a);N/A;115,74;1,71;1,9;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Inhame, Ensopado;N/A;115,74;1,71;1,9;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Inhame, Sopa;N/A;31,44;0,95;0,12;0;7,01;0,71;N/A;8,56;6,35;0,07;15,76;0,29;310,43;88,32;0,04;0,12;0;N/A;N/A;0,03;0,03;0,04;0,51;2,1
14;QuicarÈ, Nao se aplica;N/A;100;1,71;0,12;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Mandioca, Cru(a);N/A;125;0,6;0,3;0;30,1;1,6;N/A;19;27;0,06;22;0,1;1;100;0,01;0,2;0;N/A;N/A;0,06;0;0,03;0;11,1
14;Mandioca, Cozido(a);N/A;125;0,6;0,3;0;30,1;1,6;N/A;19;27;0,06;22;0,1;1;100;0,01;0,2;0;N/A;N/A;0,06;0;0,03;0;11,1
14;Mandioca, Assado(a);N/A;125;0,6;0,3;0;30,1;1,6;N/A;19;27;0,06;22;0,1;1;100;0,01;0,2;0;N/A;N/A;0,06;0;0,03;0;11,1
14;Mandioca, Frito(a);N/A;162,74;0,57;5,26;0;28,6;1,52;N/A;18,05;25,65;0,06;20,9;0,1;0,95;95;0,01;0,19;0;N/A;N/A;0,06;0;0,03;0;10,55
14;Mandioca, Refogado(a);N/A;162,74;0,57;5,26;0;28,6;1,52;N/A;18,05;25,65;0,06;20,9;0,1;0,95;95;0,01;0,19;0;N/A;N/A;0,06;0;0,03;0;10,55
14;Mandioca, Molho vermelho;N/A;104,8;0,74;0,28;0;25,16;1,58;N/A;17,8;24,8;0,07;22,8;0,28;105,6;146,2;0,03;0,2;0;N/A;N/A;0,05;0,01;0,04;0,2;10,28
14;Mandioca, Com manteiga/oleo;N/A;154,6;0,61;4,34;10,75;28,6;1,52;N/A;19,25;25,75;0,06;22,1;0,1;29,75;96,2;0,01;0,19;33,55;N/A;N/A;0,06;0;0,03;0;10,55
14;Mandioca, Ensopado;N/A;162,74;0,57;5,26;0;28,6;1,52;N/A;18,05;25,65;0,06;20,9;0,1;0,95;95;0,01;0,19;0;N/A;N/A;0,06;0;0,03;0;10,55
14;Mandioca, Sopa;N/A;31,44;0,95;0,12;0;7,01;0,71;N/A;8,56;6,35;0,07;15,76;0,29;310,43;88,32;0,04;0,12;0;N/A;N/A;0,03;0,03;0,04;0,51;2,1
14;Mandioca, Nao se aplica;N/A;125;0,6;0,3;0;30,1;1,6;N/A;19;27;0,06;22;0,1;1;100;0,01;0,2;0;N/A;N/A;0,06;0;0,03;0;11,1
14;Aipim, Cozido(a);N/A;125;0,6;0,3;0;30,1;1,6;N/A;19;27;0,06;22;0,1;1;100;0,01;0,2;0;N/A;N/A;0,06;0;0,03;0;11,1
14;Aipim, Assado(a);N/A;125;0,6;0,3;0;30,1;1,6;N/A;19;27;0,06;22;0,1;1;100;0,01;0,2;0;N/A;N/A;0,06;0;0,03;0;11,1
14;Aipim, Frito(a);N/A;162,74;0,57;5,26;0;28,6;1,52;N/A;18,05;25,65;0,06;20,9;0,1;0,95;95;0,01;0,19;0;N/A;N/A;0,06;0;0,03;0;10,55
14;Aipim, Empanado(a)/a milanesa;N/A;162,74;0,57;5,26;0;28,6;1,52;N/A;18,05;25,65;0,06;20,9;0,1;0,95;95;0,01;0,19;0;N/A;N/A;0,06;0;0,03;0;10,55
14;Aipim, Refogado(a);N/A;162,74;0,57;5,26;0;28,6;1,52;N/A;18,05;25,65;0,06;20,9;0,1;0,95;95;0,01;0,19;0;N/A;N/A;0,06;0;0,03;0;10,55
14;Aipim, Molho vermelho;N/A;104,8;0,74;0,28;0;25,16;1,58;N/A;17,8;24,8;0,07;22,8;0,28;105,6;146,2;0,03;0,2;0;N/A;N/A;0,05;0,01;0,04;0,2;10,28
14;Aipim, Com manteiga/oleo;N/A;154,6;0,61;4,34;10,75;28,6;1,52;N/A;19,25;25,75;0,06;22,1;0,1;29,75;96,2;0,01;0,19;33,55;N/A;N/A;0,06;0;0,03;0;10,55
14;Aipim, Ensopado;N/A;162,74;0,57;5,26;0;28,6;1,52;N/A;18,05;25,65;0,06;20,9;0,1;0,95;95;0,01;0,19;0;N/A;N/A;0,06;0;0,03;0;10,55
14;Aipim, Sopa;N/A;31,44;0,95;0,12;0;7,01;0,71;N/A;8,56;6,35;0,07;15,76;0,29;310,43;88,32;0,04;0,12;0;N/A;N/A;0,03;0,03;0,04;0,51;2,1
14;Aipim, Nao se aplica;N/A;125;0,6;0,3;0;30,1;1,6;N/A;19;27;0,06;22;0,1;1;100;0,01;0,2;0;N/A;N/A;0,06;0;0,03;0;11,1
14;Macaxeira, Cru(a);N/A;125;0,6;0,3;0;30,1;1,6;N/A;19;27;0,06;22;0,1;1;100;0,01;0,2;0;N/A;N/A;0,06;0;0,03;0;11,1
14;Macaxeira, Cozido(a);N/A;125;0,6;0,3;0;30,1;1,6;N/A;19;27;0,06;22;0,1;1;100;0,01;0,2;0;N/A;N/A;0,06;0;0,03;0;11,1
14;Macaxeira, Assado(a);N/A;125;0,6;0,3;0;30,1;1,6;N/A;19;27;0,06;22;0,1;1;100;0,01;0,2;0;N/A;N/A;0,06;0;0,03;0;11,1
14;Macaxeira, Frito(a);N/A;162,74;0,57;5,26;0;28,6;1,52;N/A;18,05;25,65;0,06;20,9;0,1;0,95;95;0,01;0,19;0;N/A;N/A;0,06;0;0,03;0;10,55
14;Car·, Cozido(a);N/A;100;1,71;0,12;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Car·, Frito(a);N/A;115,74;1,71;1,9;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Car·, Refogado(a);N/A;115,74;1,71;1,9;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Car·, Ensopado;N/A;115,74;1,71;1,9;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Car·, Mingau;N/A;100;1,71;0,12;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Car·, Sopa;N/A;31,44;0,95;0,12;0;7,01;0,71;N/A;8,56;6,35;0,07;15,76;0,29;310,43;88,32;0,04;0,12;0;N/A;N/A;0,03;0,03;0,04;0,51;2,1
14;Inhame caraquento (car·), Cozido(a);N/A;100;1,71;0,12;0;23,4;1,8;N/A;35;21;0,67;44;0,54;8;377;0,18;0,3;0;N/A;N/A;0,07;0,06;0,19;0,56;9,1
14;Batata (n„o especificada), Cru(a);N/A;86;1,71;0,1;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata (n„o especificada), Cozido(a);N/A;86;1,71;0,1;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata (n„o especificada), Grelhado(a)/brasa/churrasco;N/A;86;1,71;0,1;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata (n„o especificada), Assado(a);N/A;86;1,71;0,1;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata (n„o especificada), Frito(a);N/A;263,5;2,87;13,64;0;33,6;3,44;N/A;13,43;33,58;0,24;67,17;0,53;8,4;550,76;0,28;0,46;0;N/A;N/A;0,17;0,03;0,45;2,2;12,43
14;Batata (n„o especificada), Refogado(a);N/A;111,74;1,71;3,01;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata (n„o especificada), Molho vermelho;N/A;73,6;1,63;0,12;0;17,08;1,94;N/A;9;19,2;0,13;37,2;0,45;108,8;328,6;0,16;0,26;0;N/A;N/A;0,08;0,03;0,24;1,25;7,32
14;Batata (n„o especificada), Molho branco;N/A;101,39;2,15;2,57;6,83;17,86;1,68;N/A;29,28;18,31;0,12;51,69;0,32;24,92;292,45;0,14;0,31;20,7;N/A;N/A;0,1;0,06;0,22;1,15;5,92
14;Batata (n„o especificada), Ao vinagrete;N/A;111,74;1,71;3,01;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata (n„o especificada), Ensopado;N/A;111,74;1,71;3,01;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Batata (n„o especificada), Sopa;N/A;31,44;0,95;0,12;0;7,01;0,71;N/A;8,56;6,35;0,07;15,76;0,29;310,43;88,32;0,04;0,12;0;N/A;N/A;0,03;0,03;0,04;0,51;2,1
14;Batata (n„o especificada), Nao se aplica;N/A;86;1,71;0,1;0;20,01;2,05;N/A;8;20;0,14;40;0,31;5;328;0,17;0,27;0;N/A;N/A;0,1;0,02;0,27;1,31;7,4
14;Mandioquinha, Cozido(a);N/A;76;1,37;0,14;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Mandioquinha, Frito(a);N/A;116,4;1,3;5,13;0;16,83;2,38;N/A;25,65;17,1;0,25;30,4;0,69;25,65;218,5;0,09;0,19;0;N/A;N/A;0,05;0,04;0,16;0,51;12,16
14;Mandioquinha, Refogado(a);N/A;91,74;1,37;1,92;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Mandioquinha, Ensopado;N/A;91,74;1,37;1,92;0;17,72;2,5;N/A;27;18;0,27;32;0,72;27;230;0,09;0,2;0;N/A;N/A;0,06;0,05;0,17;0,54;12,8
14;Rabanete, Cru(a);N/A;16;0,68;0,1;0;3,4;1,6;N/A;25;10;0,07;20;0,34;39;233;0,05;0,28;0;N/A;N/A;0,01;0,04;0,07;0,25;14,8
14;Rabanete, Cozido(a);N/A;18;0,6;0,1;0;4,1;1,6;N/A;27;16;0,04;23;0,4;21;227;0,12;0,15;0;N/A;N/A;0,02;0,02;0,05;0,2;22
14;Rabanete, Ao vinagrete;N/A;18;0,6;0,1;0;4,1;1,6;N/A;27;16;0,04;23;0,4;21;227;0,12;0,15;0;N/A;N/A;0,02;0,02;0,05;0,2;22
14;Beterraba, Cru(a);N/A;43;1,61;0,17;0;9,56;2,8;N/A;16;23;0,33;40;0,8;78;325;0,08;0,35;0;N/A;N/A;0,03;0,04;0,07;0,33;4,9
14;Beterraba, Cozido(a);N/A;44;1,68;0,18;0;9,96;2;N/A;16;23;0,33;38;0,79;77;305;0,07;0,35;0;N/A;N/A;0,03;0,04;0,07;0,33;3,6
14;Beterraba, Refogado(a);N/A;67,62;1,68;2,85;0;9,96;2;N/A;16;23;0,33;38;0,79;77;305;0,07;0,35;0;N/A;N/A;0,03;0,04;0,07;0,33;3,6
14;Beterraba, Ao vinagrete;N/A;44;1,68;0,18;0;9,96;2;N/A;16;23;0,33;38;0,79;77;305;0,07;0,35;0;N/A;N/A;0,03;0,04;0,07;0,33;3,6
14;Beterraba, Sopa;N/A;31,44;0,95;0,12;0;7,01;0,71;N/A;8,56;6,35;0,07;15,76;0,29;310,43;88,32;0,04;0,12;0;N/A;N/A;0,03;0,03;0,04;0,51;2,1
14;Beterraba, Nao se aplica;N/A;43;1,61;0,17;0;9,56;2,8;N/A;16;23;0,33;40;0,8;78;325;0,08;0,35;0;N/A;N/A;0,03;0,04;0,07;0,33;4,9
14;Cenoura, Cru(a);N/A;41;0,93;0,24;0;9,58;2,8;N/A;33;12;0,14;35;0,3;69;320;0,05;0,24;0;N/A;N/A;0,07;0,06;0,14;0,98;5,9
14;Cenoura, Cozido(a);N/A;35;0,76;0,18;0;8,22;3;N/A;30;10;0,16;30;0,34;58;235;0,02;0,2;0;N/A;N/A;0,07;0,04;0,15;0,65;3,6
14;Cenoura, Frito(a);N/A;60,47;0,74;3,17;0;7,97;2,91;N/A;29,1;9,7;0,15;29,1;0,33;56,26;227,95;0,02;0,19;0;N/A;N/A;0,06;0,04;0,15;0,63;3,49
14;Cenoura, Refogado(a);N/A;60,47;0,74;3,17;0;7,97;2,91;N/A;29,1;9,7;0,15;29,1;0,33;56,26;227,95;0,02;0,19;0;N/A;N/A;0,06;0,04;0,15;0,63;3,49
14;Cenoura, Molho vermelho;N/A;32,8;0,87;0,18;0;7,65;2,7;N/A;26,6;11,2;0,15;29,2;0,48;151,2;254,2;0,04;0,2;0;N/A;N/A;0,06;0,05;0,14;0,71;4,28
